"","Date","country","location","variable","value","dataSource","val.approx"
"36",2014-10-23,NA,NA,NA,NA,NA,2.5
"37",2014-10-24,NA,NA,NA,NA,NA,2.5
"38",2014-10-25,NA,NA,NA,NA,NA,2.5
"39",2014-10-26,"Guinea","BEYLA","CASES",3,"Situation report",3.5
"40",2014-10-26,"Guinea","BEYLA","CASES",4,"Patient database",3.5
"41",2014-10-27,NA,NA,NA,NA,NA,3.5
"42",2014-10-28,NA,NA,NA,NA,NA,3.5
"43",2014-10-29,NA,NA,NA,NA,NA,3.5
"44",2014-10-30,NA,NA,NA,NA,NA,3.5
"45",2014-10-31,NA,NA,NA,NA,NA,3.5
"46",2014-11-01,NA,NA,NA,NA,NA,3.5
"47",2014-11-02,"Guinea","BEYLA","CASES",2,"Patient database",2
"48",2014-11-02,"Guinea","BEYLA","CASES",2,"Situation report",2
"49",2014-11-03,NA,NA,NA,NA,NA,2
"50",2014-11-04,NA,NA,NA,NA,NA,2
"51",2014-11-05,NA,NA,NA,NA,NA,2
"52",2014-11-06,NA,NA,NA,NA,NA,2
"53",2014-11-07,NA,NA,NA,NA,NA,2
"54",2014-11-08,NA,NA,NA,NA,NA,2
"55",2014-11-09,"Guinea","BEYLA","CASES",14,"Situation report",15
"56",2014-11-09,"Guinea","BEYLA","CASES",16,"Patient database",15
"57",2014-11-10,NA,NA,NA,NA,NA,15
"58",2014-11-11,NA,NA,NA,NA,NA,15
"59",2014-11-12,NA,NA,NA,NA,NA,15
"60",2014-11-13,NA,NA,NA,NA,NA,15
"61",2014-11-14,NA,NA,NA,NA,NA,15
"62",2014-11-15,NA,NA,NA,NA,NA,15
"63",2014-11-16,"Guinea","BEYLA","CASES",2,"Situation report",2.5
"64",2014-11-16,"Guinea","BEYLA","CASES",3,"Patient database",2.5
"65",2014-05-25,"Guinea","BOFFA","CASES",2,"Patient database",2
"66",2014-05-26,NA,NA,NA,NA,NA,2
"67",2014-05-27,NA,NA,NA,NA,NA,2
"68",2014-05-28,NA,NA,NA,NA,NA,2
"69",2014-05-29,NA,NA,NA,NA,NA,2
"70",2014-05-30,NA,NA,NA,NA,NA,2
"71",2014-05-31,NA,NA,NA,NA,NA,2
"72",2014-06-01,"Guinea","BOFFA","CASES",5,"Patient database",5
"73",2014-06-02,NA,NA,NA,NA,NA,5
"74",2014-06-03,NA,NA,NA,NA,NA,5
"75",2014-06-04,NA,NA,NA,NA,NA,5
"76",2014-06-05,NA,NA,NA,NA,NA,5
"77",2014-06-06,NA,NA,NA,NA,NA,5
"78",2014-06-07,NA,NA,NA,NA,NA,5
"79",2014-06-08,"Guinea","BOFFA","CASES",8,"Patient database",8
"80",2014-06-09,NA,NA,NA,NA,NA,8
"81",2014-06-10,NA,NA,NA,NA,NA,8
"82",2014-06-11,NA,NA,NA,NA,NA,8
"83",2014-06-12,NA,NA,NA,NA,NA,8
"84",2014-06-13,NA,NA,NA,NA,NA,8
"85",2014-06-14,NA,NA,NA,NA,NA,8
"86",2014-06-15,"Guinea","BOFFA","CASES",3,"Patient database",3
"87",2014-06-16,NA,NA,NA,NA,NA,3
"88",2014-06-17,NA,NA,NA,NA,NA,3
"89",2014-06-18,NA,NA,NA,NA,NA,3
"90",2014-06-19,NA,NA,NA,NA,NA,3
"91",2014-06-20,NA,NA,NA,NA,NA,3
"92",2014-06-21,NA,NA,NA,NA,NA,3
"93",2014-06-22,"Guinea","BOFFA","CASES",3,"Patient database",3
"94",2014-06-23,NA,NA,NA,NA,NA,3
"95",2014-06-24,NA,NA,NA,NA,NA,3
"96",2014-06-25,NA,NA,NA,NA,NA,3
"97",2014-06-26,NA,NA,NA,NA,NA,3
"98",2014-06-27,NA,NA,NA,NA,NA,3
"99",2014-06-28,NA,NA,NA,NA,NA,3
"100",2014-06-29,"Guinea","BOFFA","CASES",2,"Patient database",2
"101",2014-06-30,NA,NA,NA,NA,NA,2
"102",2014-07-01,NA,NA,NA,NA,NA,2
"103",2014-07-02,NA,NA,NA,NA,NA,2
"104",2014-07-03,NA,NA,NA,NA,NA,2
"105",2014-07-04,NA,NA,NA,NA,NA,2
"106",2014-07-05,NA,NA,NA,NA,NA,2
"107",2014-07-06,NA,NA,NA,NA,NA,2
"108",2014-07-07,NA,NA,NA,NA,NA,2
"109",2014-07-08,NA,NA,NA,NA,NA,2
"110",2014-07-09,NA,NA,NA,NA,NA,2
"111",2014-07-10,NA,NA,NA,NA,NA,2
"112",2014-07-11,NA,NA,NA,NA,NA,2
"113",2014-07-12,NA,NA,NA,NA,NA,2
"114",2014-07-13,"Guinea","BOFFA","CASES",1,"Patient database",1
"115",2014-07-14,NA,NA,NA,NA,NA,1
"116",2014-07-15,NA,NA,NA,NA,NA,1
"117",2014-07-16,NA,NA,NA,NA,NA,1
"118",2014-07-17,NA,NA,NA,NA,NA,1
"119",2014-07-18,NA,NA,NA,NA,NA,1
"120",2014-07-19,NA,NA,NA,NA,NA,1
"121",2014-07-20,NA,NA,NA,NA,NA,1
"122",2014-07-21,NA,NA,NA,NA,NA,1
"123",2014-07-22,NA,NA,NA,NA,NA,1
"124",2014-07-23,NA,NA,NA,NA,NA,1
"125",2014-07-24,NA,NA,NA,NA,NA,1
"126",2014-07-25,NA,NA,NA,NA,NA,1
"127",2014-07-26,NA,NA,NA,NA,NA,1
"128",2014-07-27,NA,NA,NA,NA,NA,1
"129",2014-07-28,NA,NA,NA,NA,NA,1
"130",2014-07-29,NA,NA,NA,NA,NA,1
"131",2014-07-30,NA,NA,NA,NA,NA,1
"132",2014-07-31,NA,NA,NA,NA,NA,1
"133",2014-08-01,NA,NA,NA,NA,NA,1
"134",2014-08-02,NA,NA,NA,NA,NA,1
"135",2014-08-03,NA,NA,NA,NA,NA,1
"136",2014-08-04,NA,NA,NA,NA,NA,1
"137",2014-08-05,NA,NA,NA,NA,NA,1
"138",2014-08-06,NA,NA,NA,NA,NA,1
"139",2014-08-07,NA,NA,NA,NA,NA,1
"140",2014-08-08,NA,NA,NA,NA,NA,1
"141",2014-08-09,NA,NA,NA,NA,NA,1
"142",2014-08-10,NA,NA,NA,NA,NA,1
"143",2014-08-11,NA,NA,NA,NA,NA,1
"144",2014-08-12,NA,NA,NA,NA,NA,1
"145",2014-08-13,NA,NA,NA,NA,NA,1
"146",2014-08-14,NA,NA,NA,NA,NA,1
"147",2014-08-15,NA,NA,NA,NA,NA,1
"148",2014-08-16,NA,NA,NA,NA,NA,1
"149",2014-08-17,NA,NA,NA,NA,NA,1
"150",2014-08-18,NA,NA,NA,NA,NA,1
"151",2014-08-19,NA,NA,NA,NA,NA,1
"152",2014-08-20,NA,NA,NA,NA,NA,1
"153",2014-08-21,NA,NA,NA,NA,NA,1
"154",2014-08-22,NA,NA,NA,NA,NA,1
"155",2014-08-23,NA,NA,NA,NA,NA,1
"156",2014-08-24,NA,NA,NA,NA,NA,1
"157",2014-08-25,NA,NA,NA,NA,NA,1
"158",2014-08-26,NA,NA,NA,NA,NA,1
"159",2014-08-27,NA,NA,NA,NA,NA,1
"160",2014-08-28,NA,NA,NA,NA,NA,1
"161",2014-08-29,NA,NA,NA,NA,NA,1
"162",2014-08-30,NA,NA,NA,NA,NA,1
"163",2014-08-31,NA,NA,NA,NA,NA,1
"164",2014-09-01,NA,NA,NA,NA,NA,1
"165",2014-09-02,NA,NA,NA,NA,NA,1
"166",2014-09-03,NA,NA,NA,NA,NA,1
"167",2014-09-04,NA,NA,NA,NA,NA,1
"168",2014-09-05,NA,NA,NA,NA,NA,1
"169",2014-09-06,NA,NA,NA,NA,NA,1
"170",2014-09-07,NA,NA,NA,NA,NA,1
"171",2014-09-08,NA,NA,NA,NA,NA,1
"172",2014-09-09,NA,NA,NA,NA,NA,1
"173",2014-09-10,NA,NA,NA,NA,NA,1
"174",2014-09-11,NA,NA,NA,NA,NA,1
"175",2014-09-12,NA,NA,NA,NA,NA,1
"176",2014-09-13,NA,NA,NA,NA,NA,1
"177",2014-09-14,NA,NA,NA,NA,NA,1
"178",2014-09-15,NA,NA,NA,NA,NA,1
"179",2014-09-16,NA,NA,NA,NA,NA,1
"180",2014-09-17,NA,NA,NA,NA,NA,1
"181",2014-09-18,NA,NA,NA,NA,NA,1
"182",2014-09-19,NA,NA,NA,NA,NA,1
"183",2014-09-20,NA,NA,NA,NA,NA,1
"184",2014-09-21,"Guinea","BOFFA","CASES",0,"Situation report",0
"185",2014-09-22,NA,NA,NA,NA,NA,0
"186",2014-09-23,NA,NA,NA,NA,NA,0
"187",2014-09-24,NA,NA,NA,NA,NA,0
"188",2014-09-25,NA,NA,NA,NA,NA,0
"189",2014-09-26,NA,NA,NA,NA,NA,0
"190",2014-09-27,NA,NA,NA,NA,NA,0
"191",2014-09-28,"Guinea","BOFFA","CASES",0,"Situation report",0
"192",2014-09-29,NA,NA,NA,NA,NA,0
"193",2014-09-30,NA,NA,NA,NA,NA,0
"194",2014-10-01,NA,NA,NA,NA,NA,0
"195",2014-10-02,NA,NA,NA,NA,NA,0
"196",2014-10-03,NA,NA,NA,NA,NA,0
"197",2014-10-04,NA,NA,NA,NA,NA,0
"198",2014-10-05,"Guinea","BOFFA","CASES",0,"Situation report",0
"199",2014-10-06,NA,NA,NA,NA,NA,0
"200",2014-10-07,NA,NA,NA,NA,NA,0
"201",2014-10-08,NA,NA,NA,NA,NA,0
"202",2014-10-09,NA,NA,NA,NA,NA,0
"203",2014-10-10,NA,NA,NA,NA,NA,0
"204",2014-10-11,NA,NA,NA,NA,NA,0
"205",2014-10-12,"Guinea","BOFFA","CASES",0,"Situation report",0
"206",2014-10-13,NA,NA,NA,NA,NA,0
"207",2014-10-14,NA,NA,NA,NA,NA,0
"208",2014-10-15,NA,NA,NA,NA,NA,0
"209",2014-10-16,NA,NA,NA,NA,NA,0
"210",2014-10-17,NA,NA,NA,NA,NA,0
"211",2014-10-18,NA,NA,NA,NA,NA,0
"212",2014-10-19,"Guinea","BOFFA","CASES",0,"Situation report",0
"213",2014-10-20,NA,NA,NA,NA,NA,0
"214",2014-10-21,NA,NA,NA,NA,NA,0
"215",2014-10-22,NA,NA,NA,NA,NA,0
"216",2014-10-23,NA,NA,NA,NA,NA,0
"217",2014-10-24,NA,NA,NA,NA,NA,0
"218",2014-10-25,NA,NA,NA,NA,NA,0
"219",2014-10-26,"Guinea","BOFFA","CASES",0,"Situation report",0
"220",2014-10-27,NA,NA,NA,NA,NA,0
"221",2014-10-28,NA,NA,NA,NA,NA,0
"222",2014-10-29,NA,NA,NA,NA,NA,0
"223",2014-10-30,NA,NA,NA,NA,NA,0
"224",2014-10-31,NA,NA,NA,NA,NA,0
"225",2014-11-01,NA,NA,NA,NA,NA,0
"226",2014-11-02,"Guinea","BOFFA","CASES",0,"Situation report",0
"227",2014-11-03,NA,NA,NA,NA,NA,0
"228",2014-11-04,NA,NA,NA,NA,NA,0
"229",2014-11-05,NA,NA,NA,NA,NA,0
"230",2014-11-06,NA,NA,NA,NA,NA,0
"231",2014-11-07,NA,NA,NA,NA,NA,0
"232",2014-11-08,NA,NA,NA,NA,NA,0
"233",2014-11-09,"Guinea","BOFFA","CASES",0,"Situation report",0
"234",2014-11-10,NA,NA,NA,NA,NA,0
"235",2014-11-11,NA,NA,NA,NA,NA,0
"236",2014-11-12,NA,NA,NA,NA,NA,0
"237",2014-11-13,NA,NA,NA,NA,NA,0
"238",2014-11-14,NA,NA,NA,NA,NA,0
"239",2014-11-15,NA,NA,NA,NA,NA,0
"240",2014-11-16,"Guinea","BOFFA","CASES",0,"Situation report",0
"241",2014-10-12,"Guinea","BOKE","CASES",1,"Patient database",1
"242",2014-10-12,"Guinea","BOKE","CASES",1,"Situation report",1
"243",2014-10-13,NA,NA,NA,NA,NA,1
"244",2014-10-14,NA,NA,NA,NA,NA,1
"245",2014-10-15,NA,NA,NA,NA,NA,1
"246",2014-10-16,NA,NA,NA,NA,NA,1
"247",2014-10-17,NA,NA,NA,NA,NA,1
"248",2014-10-18,NA,NA,NA,NA,NA,1
"249",2014-10-19,"Guinea","BOKE","CASES",0,"Situation report",0
"250",2014-10-20,NA,NA,NA,NA,NA,0
"251",2014-10-21,NA,NA,NA,NA,NA,0
"252",2014-10-22,NA,NA,NA,NA,NA,0
"253",2014-10-23,NA,NA,NA,NA,NA,0
"254",2014-10-24,NA,NA,NA,NA,NA,0
"255",2014-10-25,NA,NA,NA,NA,NA,0
"256",2014-10-26,"Guinea","BOKE","CASES",0,"Situation report",0
"257",2014-10-27,NA,NA,NA,NA,NA,0
"258",2014-10-28,NA,NA,NA,NA,NA,0
"259",2014-10-29,NA,NA,NA,NA,NA,0
"260",2014-10-30,NA,NA,NA,NA,NA,0
"261",2014-10-31,NA,NA,NA,NA,NA,0
"262",2014-11-01,NA,NA,NA,NA,NA,0
"263",2014-11-02,"Guinea","BOKE","CASES",0,"Situation report",0
"264",2014-11-03,NA,NA,NA,NA,NA,0
"265",2014-11-04,NA,NA,NA,NA,NA,0
"266",2014-11-05,NA,NA,NA,NA,NA,0
"267",2014-11-06,NA,NA,NA,NA,NA,0
"268",2014-11-07,NA,NA,NA,NA,NA,0
"269",2014-11-08,NA,NA,NA,NA,NA,0
"270",2014-11-09,"Guinea","BOKE","CASES",0,"Situation report",0
"271",2014-11-10,NA,NA,NA,NA,NA,0
"272",2014-11-11,NA,NA,NA,NA,NA,0
"273",2014-11-12,NA,NA,NA,NA,NA,0
"274",2014-11-13,NA,NA,NA,NA,NA,0
"275",2014-11-14,NA,NA,NA,NA,NA,0
"276",2014-11-15,NA,NA,NA,NA,NA,0
"277",2014-11-16,"Guinea","BOKE","CASES",0,"Situation report",0
"278",2014-03-16,"Guinea","CONAKRY","CASES",1,"Patient database",1
"279",2014-03-17,NA,NA,NA,NA,NA,1
"280",2014-03-18,NA,NA,NA,NA,NA,1
"281",2014-03-19,NA,NA,NA,NA,NA,1
"282",2014-03-20,NA,NA,NA,NA,NA,1
"283",2014-03-21,NA,NA,NA,NA,NA,1
"284",2014-03-22,NA,NA,NA,NA,NA,1
"285",2014-03-23,NA,NA,NA,NA,NA,1
"286",2014-03-24,NA,NA,NA,NA,NA,1
"287",2014-03-25,NA,NA,NA,NA,NA,1
"288",2014-03-26,NA,NA,NA,NA,NA,1
"289",2014-03-27,NA,NA,NA,NA,NA,1
"290",2014-03-28,NA,NA,NA,NA,NA,1
"291",2014-03-29,NA,NA,NA,NA,NA,1
"292",2014-03-30,"Guinea","CONAKRY","CASES",10,"Patient database",10
"293",2014-03-31,NA,NA,NA,NA,NA,10
"294",2014-04-01,NA,NA,NA,NA,NA,10
"295",2014-04-02,NA,NA,NA,NA,NA,10
"296",2014-04-03,NA,NA,NA,NA,NA,10
"297",2014-04-04,NA,NA,NA,NA,NA,10
"298",2014-04-05,NA,NA,NA,NA,NA,10
"299",2014-04-06,"Guinea","CONAKRY","CASES",12,"Patient database",12
"300",2014-04-07,NA,NA,NA,NA,NA,12
"301",2014-04-08,NA,NA,NA,NA,NA,12
"302",2014-04-09,NA,NA,NA,NA,NA,12
"303",2014-04-10,NA,NA,NA,NA,NA,12
"304",2014-04-11,NA,NA,NA,NA,NA,12
"305",2014-04-12,NA,NA,NA,NA,NA,12
"306",2014-04-13,"Guinea","CONAKRY","CASES",8,"Patient database",8
"307",2014-04-14,NA,NA,NA,NA,NA,8
"308",2014-04-15,NA,NA,NA,NA,NA,8
"309",2014-04-16,NA,NA,NA,NA,NA,8
"310",2014-04-17,NA,NA,NA,NA,NA,8
"311",2014-04-18,NA,NA,NA,NA,NA,8
"312",2014-04-19,NA,NA,NA,NA,NA,8
"313",2014-04-20,"Guinea","CONAKRY","CASES",9,"Patient database",9
"314",2014-04-21,NA,NA,NA,NA,NA,9
"315",2014-04-22,NA,NA,NA,NA,NA,9
"316",2014-04-23,NA,NA,NA,NA,NA,9
"317",2014-04-24,NA,NA,NA,NA,NA,9
"318",2014-04-25,NA,NA,NA,NA,NA,9
"319",2014-04-26,NA,NA,NA,NA,NA,9
"320",2014-04-27,"Guinea","CONAKRY","CASES",2,"Patient database",2
"321",2014-04-28,NA,NA,NA,NA,NA,2
"322",2014-04-29,NA,NA,NA,NA,NA,2
"323",2014-04-30,NA,NA,NA,NA,NA,2
"324",2014-05-01,NA,NA,NA,NA,NA,2
"325",2014-05-02,NA,NA,NA,NA,NA,2
"326",2014-05-03,NA,NA,NA,NA,NA,2
"327",2014-05-04,"Guinea","CONAKRY","CASES",1,"Patient database",1
"328",2014-05-05,NA,NA,NA,NA,NA,1
"329",2014-05-06,NA,NA,NA,NA,NA,1
"330",2014-05-07,NA,NA,NA,NA,NA,1
"331",2014-05-08,NA,NA,NA,NA,NA,1
"332",2014-05-09,NA,NA,NA,NA,NA,1
"333",2014-05-10,NA,NA,NA,NA,NA,1
"334",2014-05-11,NA,NA,NA,NA,NA,1
"335",2014-05-12,NA,NA,NA,NA,NA,1
"336",2014-05-13,NA,NA,NA,NA,NA,1
"337",2014-05-14,NA,NA,NA,NA,NA,1
"338",2014-05-15,NA,NA,NA,NA,NA,1
"339",2014-05-16,NA,NA,NA,NA,NA,1
"340",2014-05-17,NA,NA,NA,NA,NA,1
"341",2014-05-18,"Guinea","CONAKRY","CASES",1,"Patient database",1
"342",2014-05-19,NA,NA,NA,NA,NA,1
"343",2014-05-20,NA,NA,NA,NA,NA,1
"344",2014-05-21,NA,NA,NA,NA,NA,1
"345",2014-05-22,NA,NA,NA,NA,NA,1
"346",2014-05-23,NA,NA,NA,NA,NA,1
"347",2014-05-24,NA,NA,NA,NA,NA,1
"348",2014-05-25,"Guinea","CONAKRY","CASES",2,"Patient database",2
"349",2014-05-26,NA,NA,NA,NA,NA,2
"350",2014-05-27,NA,NA,NA,NA,NA,2
"351",2014-05-28,NA,NA,NA,NA,NA,2
"352",2014-05-29,NA,NA,NA,NA,NA,2
"353",2014-05-30,NA,NA,NA,NA,NA,2
"354",2014-05-31,NA,NA,NA,NA,NA,2
"355",2014-06-01,"Guinea","CONAKRY","CASES",4,"Patient database",4
"356",2014-06-02,NA,NA,NA,NA,NA,4
"357",2014-06-03,NA,NA,NA,NA,NA,4
"358",2014-06-04,NA,NA,NA,NA,NA,4
"359",2014-06-05,NA,NA,NA,NA,NA,4
"360",2014-06-06,NA,NA,NA,NA,NA,4
"361",2014-06-07,NA,NA,NA,NA,NA,4
"362",2014-06-08,"Guinea","CONAKRY","CASES",7,"Patient database",7
"363",2014-06-09,NA,NA,NA,NA,NA,7
"364",2014-06-10,NA,NA,NA,NA,NA,7
"365",2014-06-11,NA,NA,NA,NA,NA,7
"366",2014-06-12,NA,NA,NA,NA,NA,7
"367",2014-06-13,NA,NA,NA,NA,NA,7
"368",2014-06-14,NA,NA,NA,NA,NA,7
"369",2014-06-15,"Guinea","CONAKRY","CASES",4,"Patient database",4
"370",2014-06-16,NA,NA,NA,NA,NA,4
"371",2014-06-17,NA,NA,NA,NA,NA,4
"372",2014-06-18,NA,NA,NA,NA,NA,4
"373",2014-06-19,NA,NA,NA,NA,NA,4
"374",2014-06-20,NA,NA,NA,NA,NA,4
"375",2014-06-21,NA,NA,NA,NA,NA,4
"376",2014-06-22,NA,NA,NA,NA,NA,4
"377",2014-06-23,NA,NA,NA,NA,NA,4
"378",2014-06-24,NA,NA,NA,NA,NA,4
"379",2014-06-25,NA,NA,NA,NA,NA,4
"380",2014-06-26,NA,NA,NA,NA,NA,4
"381",2014-06-27,NA,NA,NA,NA,NA,4
"382",2014-06-28,NA,NA,NA,NA,NA,4
"383",2014-06-29,"Guinea","CONAKRY","CASES",5,"Patient database",5
"384",2014-06-30,NA,NA,NA,NA,NA,5
"385",2014-07-01,NA,NA,NA,NA,NA,5
"386",2014-07-02,NA,NA,NA,NA,NA,5
"387",2014-07-03,NA,NA,NA,NA,NA,5
"388",2014-07-04,NA,NA,NA,NA,NA,5
"389",2014-07-05,NA,NA,NA,NA,NA,5
"390",2014-07-06,"Guinea","CONAKRY","CASES",1,"Patient database",1
"391",2014-07-07,NA,NA,NA,NA,NA,1
"392",2014-07-08,NA,NA,NA,NA,NA,1
"393",2014-07-09,NA,NA,NA,NA,NA,1
"394",2014-07-10,NA,NA,NA,NA,NA,1
"395",2014-07-11,NA,NA,NA,NA,NA,1
"396",2014-07-12,NA,NA,NA,NA,NA,1
"397",2014-07-13,NA,NA,NA,NA,NA,1
"398",2014-07-14,NA,NA,NA,NA,NA,1
"399",2014-07-15,NA,NA,NA,NA,NA,1
"400",2014-07-16,NA,NA,NA,NA,NA,1
"401",2014-07-17,NA,NA,NA,NA,NA,1
"402",2014-07-18,NA,NA,NA,NA,NA,1
"403",2014-07-19,NA,NA,NA,NA,NA,1
"404",2014-07-20,NA,NA,NA,NA,NA,1
"405",2014-07-21,NA,NA,NA,NA,NA,1
"406",2014-07-22,NA,NA,NA,NA,NA,1
"407",2014-07-23,NA,NA,NA,NA,NA,1
"408",2014-07-24,NA,NA,NA,NA,NA,1
"409",2014-07-25,NA,NA,NA,NA,NA,1
"410",2014-07-26,NA,NA,NA,NA,NA,1
"411",2014-07-27,"Guinea","CONAKRY","CASES",18,"Patient database",18
"412",2014-07-28,NA,NA,NA,NA,NA,18
"413",2014-07-29,NA,NA,NA,NA,NA,18
"414",2014-07-30,NA,NA,NA,NA,NA,18
"415",2014-07-31,NA,NA,NA,NA,NA,18
"416",2014-08-01,NA,NA,NA,NA,NA,18
"417",2014-08-02,NA,NA,NA,NA,NA,18
"418",2014-08-03,"Guinea","CONAKRY","CASES",1,"Patient database",1
"419",2014-08-04,NA,NA,NA,NA,NA,1
"420",2014-08-05,NA,NA,NA,NA,NA,1
"421",2014-08-06,NA,NA,NA,NA,NA,1
"422",2014-08-07,NA,NA,NA,NA,NA,1
"423",2014-08-08,NA,NA,NA,NA,NA,1
"424",2014-08-09,NA,NA,NA,NA,NA,1
"425",2014-08-10,"Guinea","CONAKRY","CASES",2,"Patient database",2
"426",2014-08-11,NA,NA,NA,NA,NA,2
"427",2014-08-12,NA,NA,NA,NA,NA,2
"428",2014-08-13,NA,NA,NA,NA,NA,2
"429",2014-08-14,NA,NA,NA,NA,NA,2
"430",2014-08-15,NA,NA,NA,NA,NA,2
"431",2014-08-16,NA,NA,NA,NA,NA,2
"432",2014-08-17,"Guinea","CONAKRY","CASES",5,"Patient database",5
"433",2014-08-18,NA,NA,NA,NA,NA,5
"434",2014-08-19,NA,NA,NA,NA,NA,5
"435",2014-08-20,NA,NA,NA,NA,NA,5
"436",2014-08-21,NA,NA,NA,NA,NA,5
"437",2014-08-22,NA,NA,NA,NA,NA,5
"438",2014-08-23,NA,NA,NA,NA,NA,5
"439",2014-08-24,"Guinea","CONAKRY","CASES",13,"Patient database",13
"440",2014-08-25,NA,NA,NA,NA,NA,13
"441",2014-08-26,NA,NA,NA,NA,NA,13
"442",2014-08-27,NA,NA,NA,NA,NA,13
"443",2014-08-28,NA,NA,NA,NA,NA,13
"444",2014-08-29,NA,NA,NA,NA,NA,13
"445",2014-08-30,NA,NA,NA,NA,NA,13
"446",2014-08-31,"Guinea","CONAKRY","CASES",11,"Patient database",11
"447",2014-09-01,NA,NA,NA,NA,NA,11
"448",2014-09-02,NA,NA,NA,NA,NA,11
"449",2014-09-03,NA,NA,NA,NA,NA,11
"450",2014-09-04,NA,NA,NA,NA,NA,11
"451",2014-09-05,NA,NA,NA,NA,NA,11
"452",2014-09-06,NA,NA,NA,NA,NA,11
"453",2014-09-07,"Guinea","CONAKRY","CASES",3,"Patient database",3
"454",2014-09-08,NA,NA,NA,NA,NA,3
"455",2014-09-09,NA,NA,NA,NA,NA,3
"456",2014-09-10,NA,NA,NA,NA,NA,3
"457",2014-09-11,NA,NA,NA,NA,NA,3
"458",2014-09-12,NA,NA,NA,NA,NA,3
"459",2014-09-13,NA,NA,NA,NA,NA,3
"460",2014-09-14,"Guinea","CONAKRY","CASES",14,"Patient database",14
"461",2014-09-15,NA,NA,NA,NA,NA,14
"462",2014-09-16,NA,NA,NA,NA,NA,14
"463",2014-09-17,NA,NA,NA,NA,NA,14
"464",2014-09-18,NA,NA,NA,NA,NA,14
"465",2014-09-19,NA,NA,NA,NA,NA,14
"466",2014-09-20,NA,NA,NA,NA,NA,14
"467",2014-09-21,"Guinea","CONAKRY","CASES",11,"Situation report",11.5
"468",2014-09-21,"Guinea","CONAKRY","CASES",12,"Patient database",11.5
"469",2014-09-22,NA,NA,NA,NA,NA,11.5
"470",2014-09-23,NA,NA,NA,NA,NA,11.5
"471",2014-09-24,NA,NA,NA,NA,NA,11.5
"472",2014-09-25,NA,NA,NA,NA,NA,11.5
"473",2014-09-26,NA,NA,NA,NA,NA,11.5
"474",2014-09-27,NA,NA,NA,NA,NA,11.5
"475",2014-09-28,"Guinea","CONAKRY","CASES",33,"Patient database",31.5
"476",2014-09-28,"Guinea","CONAKRY","CASES",30,"Situation report",31.5
"477",2014-09-29,NA,NA,NA,NA,NA,31.5
"478",2014-09-30,NA,NA,NA,NA,NA,31.5
"479",2014-10-01,NA,NA,NA,NA,NA,31.5
"480",2014-10-02,NA,NA,NA,NA,NA,31.5
"481",2014-10-03,NA,NA,NA,NA,NA,31.5
"482",2014-10-04,NA,NA,NA,NA,NA,31.5
"483",2014-10-05,"Guinea","CONAKRY","CASES",14,"Situation report",14.5
"484",2014-10-05,"Guinea","CONAKRY","CASES",15,"Patient database",14.5
"485",2014-10-06,NA,NA,NA,NA,NA,14.5
"486",2014-10-07,NA,NA,NA,NA,NA,14.5
"487",2014-10-08,NA,NA,NA,NA,NA,14.5
"488",2014-10-09,NA,NA,NA,NA,NA,14.5
"489",2014-10-10,NA,NA,NA,NA,NA,14.5
"490",2014-10-11,NA,NA,NA,NA,NA,14.5
